iter	RMSE
169	10.54886673
170	10.53466335
171	10.50983585
172	10.49335948
173	10.48254961
174	10.47431189
175	10.45515199
176	10.44659462
177	10.42635385
178	10.41594766
179	10.41128797
180	10.40626265
181	10.40091458
182	10.38847479
183	10.3856148
184	10.37524101
185	10.36568095
186	10.35651088
187	10.34243426
188	10.32140665
189	10.30704004
190	10.30141908
191	10.29566198
192	10.29119167
193	10.28924017
194	10.28505806
195	10.28213365
196	10.27498071
197	10.26679999
198	10.25923005
199	10.25211849
200	10.2445764
201	10.22601646
202	10.21362454
203	10.19627078
204	10.19281947
205	10.1857948
206	10.16956048
207	10.16696286
208	10.15527019
209	10.13909883
210	10.13225329
211	10.11882697
212	10.10509817
213	10.09950675
214	10.08852731
215	10.07389044
216	10.06531143
217	10.05548771
218	10.05007212
219	10.04559521
220	10.04141302
221	10.03632042
222	10.03142982
223	10.02542135
224	10.00819255
225	9.995871385
226	9.9822761
227	9.97764439
228	9.97330825
229	9.970348397
230	9.961492346
231	9.949232869
232	9.943450373
233	9.923158467
234	9.914125129
235	9.903326493
236	9.899160191
237	9.889443573
238	9.885499244
239	9.872347438
240	9.853771869
241	9.849460953
242	9.824855015
243	9.821240465
244	9.818212799
245	9.809199573
246	9.805844832
247	9.78305259
248	9.777705613
249	9.774555386
250	9.767934731
251	9.758557214
252	9.755610393
253	9.752765419
254	9.741271209
255	9.73204774
256	9.723042213
257	9.706293665
258	9.692847555
259	9.680961541
260	9.675358299
261	9.665309329
262	9.653748134
263	9.648838779
264	9.638992316
265	9.628516895
266	9.621771867
267	9.605367769
268	9.589966228
269	9.585099904
270	9.570600839
271	9.556976525
272	9.54556538
273	9.536375479
274	9.524815333
275	9.510941184
276	9.503882464
277	9.495286942
278	9.488071785
279	9.480273866
280	9.466609771
281	9.456271433
282	9.44634834
283	9.435596317
284	9.426325055
285	9.418935319
286	9.40961264
287	9.401697453
288	9.39214875
289	9.38169631
290	9.379596992
291	9.36785729
292	9.352990054
293	9.344391515
294	9.339406883
295	9.331837903
296	9.32260036
297	9.315485307
298	9.308403678
299	9.298333832
300	9.291157693
301	9.283545285
302	9.277359597
303	9.266756466
304	9.258511605
305	9.248763868
306	9.244460377
307	9.240932384
308	9.234693128
309	9.232934526
310	9.225183538
311	9.219742997
312	9.211781912
313	9.205723995
314	9.198443624
315	9.19447289
316	9.185995751
317	9.181127762
318	9.174841275
319	9.169983172
320	9.159068249
321	9.156494558
322	9.15096863
323	9.146023766
324	9.141179141
325	9.138420195
326	9.131779109
327	9.125746818
328	9.122734084
329	9.118779948
330	9.113419423
331	9.112143116
332	9.1072
333	9.104806757
334	9.103045839
335	9.096131512
336	9.088024617
337	9.086223982
338	9.079271363
339	9.074089923
340	9.068725698
341	9.06399566
342	9.06173268
343	9.05424902
344	9.049547106
345	9.047853922
346	9.045170124
347	9.043449183
348	9.032905578
349	9.026259956
350	9.023794229
351	9.016229837
352	9.013730519
353	9.009182778
354	9.007454395
355	9.003485239
356	8.995156212
357	8.987610157
358	8.984119019
359	8.981807648
360	8.97689542
361	8.967484024
362	8.960814171
363	8.95744376
364	8.951135261
365	8.946213987
366	8.944867384
367	8.939841638
368	8.937797159
369	8.936445029
370	8.927713176
371	8.92298807
372	8.913633051
373	8.908239212
374	8.9024594
375	8.899494187
376	8.896661526
377	8.895377426
378	8.890822218
379	8.885455742
380	8.881146656
381	8.876749408
382	8.872338552
383	8.86832884
384	8.866016335
385	8.863791283
386	8.862827682
387	8.853724559
388	8.846995806
389	8.845150147
390	8.840907162
391	8.827251914
392	8.819849471
393	8.815370919
394	8.809993948
395	8.806244593
396	8.804812878
397	8.796638296
398	8.792963645
399	8.787233184
400	8.780332752
401	8.772810681
402	8.766430741
403	8.760936379
404	8.755646366
405	8.7538185
406	8.75236629
407	8.746281634
408	8.744222078
409	8.741301489
410	8.740073398
411	8.738776066
412	8.73212307
413	8.726366755
414	8.721197153
415	8.718416287
416	8.710141932
417	8.702941389
418	8.700992105
419	8.696548835
420	8.689780792
421	8.68853046
422	8.684710299
423	8.682229041
424	8.681096943
425	8.679798076
426	8.673806751
427	8.670714682
428	8.664044141
429	8.661714798
430	8.659408311
431	8.657209046
432	8.656125071
433	8.653895181
434	8.649879452
435	8.648059598
436	8.642446062
437	8.640411528
438	8.637354165
439	8.63638108
440	8.634218483
441	8.632354016
442	8.630350709
443	8.628956597
444	8.628041699
445	8.62368271
446	8.621231525
447	8.616400506
448	8.614196647
449	8.609651034
450	8.605911166
451	8.604201141
452	8.599045979
453	8.594695825
454	8.592871292
455	8.588343469
456	8.584144814
457	8.582522663
458	8.579678081
459	8.577059332
460	8.575546946
461	8.572712986
462	8.568178421
463	8.558316645
464	8.556725275
465	8.554124043
466	8.551727252
467	8.54803982
468	8.542954185
469	8.537477987
470	8.53216905
471	8.527046576
472	8.523315817
473	8.519480362
474	8.515409706
475	8.513168128
476	8.509266411
477	8.507893527
478	8.506570541
479	8.502872219
480	8.500096188
481	8.494576757
482	8.492095964
483	8.488910871
484	8.48496962
485	8.480147131
486	8.474847319
487	8.470275975
488	8.466288819
489	8.4629213
490	8.455335482
491	8.453843143
492	8.452406343
493	8.451496256
494	8.44824003
495	8.447411241
496	8.443498037
497	8.439897454
498	8.439095126
499	8.437896834
500	8.435180775
501	8.434421628
502	8.431908887
503	8.427627182
504	8.426891794
505	8.423889495
506	8.421094623
507	8.417807782
508	8.412131108
509	8.40997387
510	8.404863439
511	8.403652336
512	8.399526865
513	8.397105794
514	8.388944414
515	8.384774818
516	8.380260377
517	8.379499639
518	8.375535595
519	8.371514868
520	8.363832314
521	8.358237888
522	8.357555857
523	8.35574621
524	8.352997473
525	8.350127436
526	8.347426381
527	8.34028226
528	8.335760475
529	8.332627376
530	8.331964765
531	8.326725303
532	8.324043462
533	8.319645004
534	8.317213218
535	8.313467853
536	8.31286951
537	8.309599191
538	8.306356227
539	8.301150552
540	8.298677678
541	8.296451229
542	8.292825728
543	8.290524066
544	8.286876329
545	8.285519544
546	8.28356926
547	8.281073371
548	8.278593405
549	8.278012186
550	8.277155117
551	8.275021768
552	8.2710632
553	8.267468979
554	8.263424123
555	8.260636492
556	8.257480199
557	8.256951481
558	8.255260476
559	8.250279535
560	8.247610204
561	8.243532475
562	8.243016638
563	8.241935432
564	8.239272802
565	8.236751949
566	8.234794518
567	8.230512097
568	8.22973226
569	8.2268109
570	8.226326374
571	8.224009597
572	8.219246077
573	8.2187699
574	8.215203464
575	8.210708506
576	8.207962301
577	8.205111602
578	8.203932917
579	8.20173436
580	8.200427581
581	8.197781883
582	8.197321645
583	8.196874529
584	8.194849608
585	8.191523364
586	8.191087783
587	8.187071779
588	8.183202308
589	8.179011975
590	8.174941167
591	8.172387524
592	8.168075951
593	8.166441237
594	8.163270559
595	8.15898325
596	8.157221093
597	8.155655311
598	8.152104026
599	8.151699443
600	8.151233506
601	8.147575587
602	8.143611206
603	8.139433658
604	8.1361065
605	8.132737771
606	8.128670608
607	8.125845265
608	8.122165981
609	8.119002571
610	8.118612199
611	8.11670205
612	8.116218901
613	8.114366658
614	8.110501789
615	8.106545306
616	8.101893491
617	8.098147201
618	8.096172995
619	8.092002587
620	8.089437288
621	8.086471881
622	8.083080842
623	8.079227655
624	8.078271463
625	8.076761415
626	8.070408367
627	8.067803781
628	8.062173563
629	8.059567169
630	8.058228925
631	8.056524061
632	8.048257687
633	8.04451504
634	8.044062557
635	8.040423341
636	8.037567112
637	8.034355545
638	8.033495811
639	8.02974019
640	8.026894302
641	8.024059045
642	8.022096679
643	8.020953612
644	8.017744185
645	8.01612403
646	8.012376374
647	8.00921667
648	8.006749456
649	8.003202228
650	8.001904876
651	7.998552581
652	7.99776138
653	7.994357786
654	7.991662191
655	7.989106377
656	7.98722582
657	7.985097608
658	7.98011416
659	7.977862565
660	7.975843608
661	7.973435631
662	7.97204227
663	7.968573705
664	7.96587425
665	7.964347028
666	7.961998946
667	7.957523335
668	7.954927758
669	7.954580836
670	7.953393027
671	7.950680126
672	7.9492763
673	7.948938713
674	7.942567672
675	7.939849636
676	7.939515905
677	7.934641512
678	7.931657347
679	7.926245715
680	7.92137794
681	7.919347453
682	7.916009005
683	7.914348165
684	7.910788528
685	7.908923001
686	7.908513836
687	7.906388822
688	7.903862221
689	7.898832376
690	7.898272274
691	7.896315009
692	7.892745669
693	7.88948806
694	7.888185974
695	7.886224864
696	7.883742449
697	7.880405154
698	7.879722513
699	7.876249332
700	7.874303934
701	7.873984953
702	7.873626651
703	7.872417561
704	7.872072897
705	7.871639889
706	7.870214789
707	7.868420473
708	7.865998149
709	7.862821394
710	7.859839947
711	7.859553856
712	7.856174811
713	7.851922011
714	7.849558431
715	7.849237875
716	7.845187561
717	7.843023568
718	7.841044444
719	7.837752992
720	7.83627587
721	7.834745523
722	7.831614235
723	7.830152953
724	7.827544708
725	7.826165622
726	7.822117352
727	7.817496545
728	7.815169814
729	7.812747124
730	7.810510511
731	7.808500838
732	7.806570447
733	7.804756929
734	7.801924241
735	7.799005122
736	7.796873051
737	7.794745914
738	7.793805782
739	7.793305737
740	7.791317636
741	7.791031047
742	7.78936978
743	7.789091871
744	7.786355927
745	7.784535835
746	7.78417319
747	7.78137287
748	7.778934902
749	7.776505974
750	7.775354994
751	7.773598862
752	7.77047145
753	7.768777904
754	7.765734503
755	7.762082051
756	7.758950322
757	7.75600757
758	7.75404653
759	7.753600757
760	7.75158051
761	7.748530282
762	7.747288114
763	7.745077461
764	7.742979639
765	7.73990395
766	7.737354772
767	7.735742821
768	7.734189291
769	7.733192313
770	7.731692512
771	7.728797642
772	7.726291524
773	7.723265807
774	7.720237517
775	7.717062051
776	7.71610491
777	7.714440995
778	7.713950138
779	7.712628703
780	7.7092022
781	7.706230402
782	7.701908667
783	7.700637756
784	7.697890256
785	7.696343691
786	7.695060929
787	7.694154879
788	7.692967944
789	7.691865563
790	7.690422996
791	7.687751583
792	7.685019837
793	7.684433996
794	7.681987313
795	7.679276971
796	7.677501796
797	7.676995834
798	7.676100501
799	7.674621107
800	7.669178268
801	7.665059685
802	7.664020335
803	7.661470193
804	7.660067739
805	7.656298672
806	7.653784391
807	7.652444616
808	7.650038509
809	7.648348004
810	7.646378165
811	7.644552537
812	7.643156043
813	7.6410693
814	7.639709352
815	7.634780588
816	7.633705274
817	7.631146757
818	7.629727123
819	7.62597291
820	7.624562693
821	7.623076133
822	7.621380213
823	7.620254754
824	7.618780749
825	7.617370529
826	7.614448627
827	7.613114519
828	7.611248035
829	7.609865515
830	7.60659172
831	7.600969225
832	7.599973812
833	7.59841407
834	7.596948556
835	7.595424124
836	7.594256058
837	7.593128739
838	7.59050672
839	7.589492168
840	7.588109713
841	7.586461767
842	7.585368669
843	7.584308821
844	7.58302151
845	7.579878684
846	7.577182948
847	7.57276911
848	7.570764728
849	7.568673073
850	7.567470106
851	7.564980619
852	7.561987947
853	7.558510986
854	7.556585915
855	7.553876442
856	7.551013341
857	7.547638541
858	7.543596383
859	7.542580242
860	7.541477639
861	7.538122171
862	7.535930128
863	7.53306042
864	7.529854804
865	7.527318268
866	7.526271147
867	7.524080893
868	7.523570195
869	7.520486364
870	7.517489899
871	7.515701434
872	7.512867201
873	7.51205614
874	7.511166179
875	7.509831128
876	7.508354404
877	7.507142148
878	7.50496261
879	7.504421041
880	7.504019977
881	7.502940683
882	7.50060453
883	7.498869248
884	7.4975842
885	7.497122309
886	7.494315156
887	7.491584498
888	7.490435011
889	7.487669801
890	7.484430857
891	7.482699593
892	7.480552936
893	7.477290848
894	7.475281505
895	7.474241563
896	7.471396083
897	7.470359143
898	7.468132683
899	7.467633314
900	7.464965942
901	7.46411619
902	7.461693845
903	7.460344939
904	7.459931404
905	7.45715809
906	7.454551789
907	7.452570453
908	7.45098751
909	7.448602968
910	7.447330045
911	7.445214497
912	7.442612791
913	7.439811284
914	7.437185947
915	7.435374473
916	7.432389652
917	7.431182631
918	7.430824657
919	7.428767441
920	7.427602236
921	7.42513542
922	7.423882793
923	7.423240066
924	7.422251608
925	7.419714036
926	7.419353812
927	7.419075127
928	7.4176368
929	7.415166504
930	7.412851632
931	7.410771919
932	7.409054026
933	7.408425021
934	7.406228181
935	7.404830967
936	7.403294574
937	7.399701971
938	7.396233721
939	7.393004976
940	7.392350261
941	7.39020223
942	7.389352862
943	7.387144962
944	7.385665148
945	7.385185402
946	7.383519057
947	7.381975376
948	7.378996429
949	7.376600373
950	7.375755336
951	7.374290822
952	7.373463045
953	7.370758975
954	7.368380612
955	7.365669202
956	7.364310122
957	7.363198287
958	7.360779672
959	7.358423301
960	7.355938244
961	7.354826998
962	7.353780408
963	7.352449653
964	7.350199446
965	7.34957301
966	7.347074714
967	7.344960119
968	7.342453632
969	7.341438255
970	7.340869471
971	7.338936266
972	7.33790417
973	7.33661057
974	7.336330552
975	7.334205848
976	7.332268309
977	7.329906322
978	7.327862285
979	7.327051239
980	7.325983226
981	7.323028781
982	7.321995049
983	7.320050451
984	7.319310839
985	7.318070546
986	7.316404287
987	7.314574909
988	7.313195783
989	7.312337306
990	7.309768121
991	7.308813631
992	7.306388784
993	7.305248182
994	7.304346084
995	7.303646229
996	7.301975512
997	7.300002147
998	7.29873079
999	7.29798643
